hour_of_day,day_of_week,is_weekend,recent_activity_count_24h,recent_activity_count_7d,recent_amount_24h,max_single_amount_24h,historical_cashout_count_30d,historical_incident_count_500m,historical_incident_count_2km,atm_density_1km,connected_mule_accounts_count,unique_accounts_24h,hours_since_last_activity,amount_log_24h,velocity_surge_ratio,night_activity_ratio_7d,state_crime_risk_index,target_cashout_24h,target_fraud_cashout_24h,atm_id,atm_code,city,state,cutoff_time,year
0.0,4.0,0.0,8.0,67.0,49858.420000000006,20678.63,36.0,8.0,293.0,0.0,2.0,8.0,1.45,10.81696272443869,0.835820895522388,0.26865671641791045,0.85,1,0,5c45dab6-a8ba-4ec9-8323-9472a21aee78,ATM-MUM-1010,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,7.0,43282.23,28459.24,1.0,3.0,33.0,0.0,0.0,3.0,14.933333333333334,10.675520541049893,3.0,0.2857142857142857,0.85,0,0,5b64697b-f692-431e-85a9-40ab436a368d,ATM-MUM-1011,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,18.0,120.0,95536.67000000001,63147.66,47.0,18.0,454.0,0.0,0.0,18.0,3.283333333333333,11.467275898955549,1.05,0.15,0.85,1,0,abc58a96-f4b9-4178-b6f2-1efd42afee70,ATM-MUM-1012,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,17.0,102472.2,45482.74,9.0,3.0,78.0,0.0,0.0,3.0,1.0166666666666666,11.537356579958448,1.2352941176470589,0.11764705882352941,0.85,0,0,5540a9ad-bce3-4892-b73d-6ef4bf344d00,ATM-MUM-1013,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,7.0,58.0,74377.78,31532.29,19.0,7.0,236.0,0.0,0.0,7.0,0.4666666666666667,11.21692596508587,0.8448275862068965,0.2413793103448276,0.85,1,0,9cd3075f-fe1b-45d7-a226-d566e93bc32c,ATM-MUM-1014,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,31.0,26641.75,15933.48,20.0,5.0,122.0,0.0,0.0,5.0,2.683333333333333,10.190272347554886,1.129032258064516,0.1935483870967742,0.85,0,0,9b7d5090-184b-4129-b903-1b70d386f97c,ATM-MUM-1015,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,52.0,3987.6499999999996,1591.62,21.0,5.0,212.0,0.0,0.0,5.0,7.633333333333334,8.291208106767371,0.673076923076923,0.23076923076923078,0.85,0,0,a79832c2-2940-4795-bbcc-cb93800bf63b,ATM-MUM-1016,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,27.0,16069.710000000001,13244.27,12.0,4.0,112.0,0.0,0.0,4.0,6.183333333333334,9.684753639460617,1.037037037037037,0.2962962962962963,0.85,0,0,8f2ea44a-1744-46c5-8671-2703b293da0f,ATM-MUM-1017,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,137.6,0.0,0.0,0.3333333333333333,0.85,0,0,ad836d52-59f4-45b5-8dd1-5e4d9383bbe7,ATM-MUM-1018,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,21.0,19264.559999999998,14295.38,8.0,4.0,73.0,0.0,0.0,4.0,7.816666666666666,9.866074324896283,1.3333333333333333,0.19047619047619047,0.85,0,0,2a927421-0663-4d30-b076-6b81551fafa8,ATM-MUM-1019,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,9.0,41.0,202555.4,117216.54,22.0,9.0,191.0,0.0,0.0,9.0,4.816666666666666,12.218773645268167,1.5365853658536586,0.2682926829268293,0.78,1,0,b16b7f46-3394-47e4-bd60-3efd751491bb,ATM-BEN-1020,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,49.0,9808.83,4330.43,20.0,3.0,217.0,0.0,0.0,3.0,10.05,9.191140223153393,0.42857142857142855,0.12244897959183673,0.78,0,0,a1e85dbb-e7fc-4ce8-b393-b4c6b0a7b55c,ATM-BEN-1021,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,12.0,888.02,888.02,2.0,1.0,51.0,0.0,0.0,1.0,12.566666666666666,6.790119732448698,0.5833333333333334,0.3333333333333333,0.78,0,0,1b95dcaa-7a98-4b14-9ab0-586bd5f2fcc6,ATM-BEN-1022,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,18.0,3902.04,2000.0,8.0,4.0,66.0,0.0,0.0,4.0,9.133333333333333,8.269511015654873,1.5555555555555554,0.3333333333333333,0.78,0,0,ceb7ba59-3d2c-43d8-ac46-6f9a9605351d,ATM-BEN-1023,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,10.0,960.69,960.69,6.0,1.0,47.0,0.0,0.0,1.0,23.016666666666666,6.86869215341128,0.7,0.1,0.78,0,0,0de977ed-f727-4282-9ddc-9c4b3ee81ef0,ATM-BEN-1024,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,7.0,47.0,4091674.16,4044035.89,15.0,7.0,180.0,0.0,0.0,7.0,3.1666666666666665,15.224465018738341,1.0425531914893618,0.2127659574468085,0.78,0,0,448ae7de-0401-4509-8876-8bcae486407c,ATM-BEN-1025,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,41.0,5883.74,5000.0,20.0,3.0,156.0,0.0,0.0,3.0,1.8166666666666667,8.680117838599461,0.5121951219512195,0.2682926829268293,0.78,0,0,102d84cc-57d6-4fb4-b4c1-8ce9b113b17e,ATM-BEN-1026,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,16.0,0.0,0.0,9.0,0.0,60.0,0.0,0.0,0.0,46.95,0.0,0.0,0.375,0.78,1,0,63f8e7be-bd50-49b6-a6e8-ebd4f143a971,ATM-BEN-1027,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,32.0,62748.920000000006,50143.29,18.0,4.0,136.0,0.0,0.0,4.0,3.3333333333333335,11.04691258209282,0.875,0.21875,0.78,1,0,e97fabea-08e3-4b1d-9eec-c08c22b28f81,ATM-BEN-1028,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,31.0,6587.83,6587.83,10.0,1.0,107.0,0.0,0.0,1.0,0.23333333333333334,8.79313107000426,0.22580645161290322,0.3225806451612903,0.78,0,0,e48de1e4-2103-4b67-9250-10e15f127557,ATM-BEN-1029,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,43.0,84454.54999999999,72469.45,17.0,5.0,191.0,0.0,0.0,5.0,6.166666666666667,11.343980639437092,0.813953488372093,0.2558139534883721,0.65,0,0,2c25d70c-0f3a-49e8-81e5-8d6e308145f1,ATM-HYD-1030,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,15.0,13269.46,13269.46,4.0,1.0,56.0,0.0,0.0,1.0,4.533333333333333,9.49329579138257,0.4666666666666667,0.26666666666666666,0.65,0,0,080691c5-4387-4e1b-a87f-3651b63f41f9,ATM-HYD-1031,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,5.0,17168.03,12168.03,8.0,2.0,57.0,0.0,0.0,2.0,1.5833333333333333,9.750862458411,2.0,0.6,0.65,0,0,2c5d4ca3-4127-4d51-8583-44c2b8056cdf,ATM-HYD-1032,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,22.0,5494.24,2599.18,10.0,3.0,118.0,0.0,0.0,3.0,4.05,8.611637541953105,0.9545454545454546,0.22727272727272727,0.65,1,0,24cd766f-1073-41ab-93e1-d51ca95fb309,ATM-HYD-1033,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,39.0,230791.93,227169.52,18.0,4.0,175.0,0.0,0.0,4.0,9.766666666666667,12.349276180564573,0.717948717948718,0.20512820512820512,0.65,0,0,57366683-036f-4891-8522-83476a4a8355,ATM-HYD-1034,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,107.61666666666666,0.0,0.0,0.0,0.65,0,0,532a0075-d79e-476e-9bca-67ef8e3b3b7d,ATM-HYD-1035,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,3.0,1077.12,1077.12,1.0,1.0,18.0,0.0,0.0,1.0,0.8666666666666667,6.982974062527811,1.0,0.3333333333333333,0.65,0,0,cee38711-348d-4b41-9d32-ed73257a96fe,ATM-HYD-1036,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,4.0,36928.27,36928.27,1.0,1.0,15.0,0.0,0.0,1.0,20.75,10.51675974052424,1.0,0.25,0.65,0,0,4e3a5307-2dc7-44dc-82ca-b4eaa5c0b3e9,ATM-HYD-1037,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,9.0,41.0,31908.65,12962.26,17.0,9.0,167.0,0.0,0.0,9.0,1.3333333333333333,10.370663750863656,1.5365853658536586,0.1951219512195122,0.65,0,0,6ad03e71-72c6-45d9-8029-d20e985096c1,ATM-HYD-1038,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,52.18333333333333,0.0,0.0,0.2,0.65,1,0,eb718ea4-4bad-438a-bf4c-c9eba3d1364c,ATM-HYD-1039,Hyderabad,Telangana,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,6.0,9223.18,9223.18,3.0,1.0,41.0,0.0,0.0,1.0,21.483333333333334,9.129583576068988,1.0,0.3333333333333333,0.48,1,0,3a4bf5f0-b775-4e4e-b685-fc3d55a0a259,ATM-KOL-1040,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,15.0,37025.04,34417.71,2.0,3.0,51.0,0.0,0.0,3.0,0.38333333333333336,10.519376727870474,1.4000000000000001,0.3333333333333333,0.48,1,0,53a0c44f-62cd-4943-8cf9-4f620fd23cd3,ATM-KOL-1041,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,9.0,8943.21,8943.21,5.0,1.0,39.0,1.0,0.0,1.0,20.983333333333334,9.098761674546791,0.7777777777777777,0.1111111111111111,0.48,0,0,660d5c96-09b9-48ec-bcec-57ae6aec7f5f,ATM-KOL-1042,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,19.0,5429.25,5356.82,13.0,2.0,91.0,0.0,0.0,2.0,1.9833333333333334,8.599740452383802,0.7368421052631579,0.2631578947368421,0.48,0,0,b3f9dafc-1920-496a-9b25-367af640a193,ATM-KOL-1043,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,17.0,104800.85999999999,102609.39,11.0,3.0,79.0,0.0,0.0,3.0,1.3,11.559826798803186,1.2352941176470589,0.17647058823529413,0.48,0,0,b9c0dd04-46cc-47c6-a5a4-ea61e62a4fc2,ATM-KOL-1044,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,12.0,13113.07,12912.17,8.0,2.0,76.0,0.0,0.0,2.0,20.783333333333335,9.481440978616243,1.1666666666666667,0.3333333333333333,0.48,1,0,6fce1876-6aa3-4bc7-9288-2969ddf4ac9b,ATM-KOL-1045,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,19.0,206431.08000000002,180035.73,6.0,4.0,56.0,1.0,0.0,4.0,4.366666666666666,12.23772672686871,1.4736842105263157,0.21052631578947367,0.48,0,0,8ae8535c-d136-4953-90ac-fbebc92416e7,ATM-KOL-1046,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,12.0,2961.44,2714.44,7.0,2.0,51.0,0.0,0.0,2.0,2.4833333333333334,7.993768532073732,1.1666666666666667,0.0,0.48,1,0,b9e0bba9-2d7a-471f-ab6a-850179bed1dd,ATM-KOL-1047,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,14.0,8631.34,5483.18,3.0,2.0,60.0,0.0,0.0,2.0,10.1,9.063270894484791,1.0,0.21428571428571427,0.48,0,0,f38d0106-a853-40a9-8f72-57686beec4e6,ATM-KOL-1048,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,7.0,38.0,267093.64,242530.81,15.0,7.0,128.0,0.0,0.0,7.0,6.483333333333333,12.495358331506209,1.2894736842105263,0.34210526315789475,0.48,1,0,01dfebd0-4e28-44c1-8725-ce373dafd6c1,ATM-KOL-1049,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,21.0,7556.91,4571.35,5.0,2.0,88.0,0.0,0.0,2.0,14.983333333333333,8.930349975926388,0.6666666666666666,0.2857142857142857,0.55,0,0,4347173a-d74d-49b9-82a7-c9713b0980cc,ATM-CHE-1050,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,28.0,136851.44,110048.54,15.0,5.0,135.0,0.0,0.0,5.0,7.133333333333334,11.826658544050469,1.25,0.21428571428571427,0.55,0,0,938a9c76-6ef5-41d2-96d0-783197abaa52,ATM-CHE-1051,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,8.0,50.0,13898.449999999999,4714.03,15.0,8.0,205.0,1.0,0.0,8.0,2.433333333333333,9.539604549990612,1.1199999999999999,0.22,0.55,1,0,cf64f2b3-335f-4aeb-bb82-79d2460ce5b8,ATM-CHE-1052,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,6.0,2854.11,2854.11,4.0,1.0,34.0,0.0,0.0,1.0,18.816666666666666,7.9568656502445645,1.0,0.3333333333333333,0.55,0,0,8ae9b55f-3646-4660-9741-7ddbfcd45d59,ATM-CHE-1053,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,60.0,9042.87,2705.79,25.0,5.0,278.0,0.0,0.0,5.0,4.533333333333333,9.109842459123831,0.5833333333333334,0.16666666666666666,0.55,1,0,3afc19f3-762e-4f71-9886-6526221b7f75,ATM-CHE-1054,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,12.0,20876.53,20876.53,1.0,1.0,33.0,0.0,0.0,1.0,16.55,9.94642873998001,0.5833333333333334,0.25,0.55,0,0,09dbf995-5c9d-4eca-b28d-05a772f11d6a,ATM-CHE-1055,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,52.75,0.0,0.0,0.6666666666666666,0.55,1,0,c94ff9fa-5f7e-4ddd-963b-b8d1221a9f69,ATM-CHE-1056,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,6.0,35.0,25442.999999999996,8719.97,19.0,6.0,143.0,1.0,0.0,6.0,8.216666666666667,10.144235237798695,1.2,0.34285714285714286,0.55,0,0,7fee6906-d937-48bc-b9a6-61bd1c1fd2f0,ATM-CHE-1057,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,23.0,630.4200000000001,551.97,6.0,2.0,105.0,0.0,0.0,2.0,0.75,6.44797125126366,0.6086956521739131,0.17391304347826086,0.55,0,0,c316b78e-26d7-4609-884f-2786eb4a2f5b,ATM-CHE-1058,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,22.0,6734.88,4731.68,6.0,2.0,101.0,0.0,0.0,2.0,4.05,8.815203741036637,0.6363636363636364,0.3181818181818182,0.55,0,0,152a1f49-d26a-49fa-9cb3-30fa1e63275c,ATM-CHE-1059,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,30.0,72826.72,57728.42,13.0,4.0,116.0,0.0,0.0,4.0,6.516666666666667,11.19585193094134,0.9333333333333333,0.3,0.58,1,0,853e531f-97f5-4159-a5c9-18e7cb877179,ATM-AHM-1060,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,24.716666666666665,0.0,0.0,0.3333333333333333,0.58,0,0,a317af2e-c2af-4032-bd35-75b309c8f67e,ATM-AHM-1061,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,13.0,10000.0,10000.0,12.0,1.0,51.0,0.0,0.0,1.0,20.166666666666668,9.210440366976517,0.5384615384615384,0.23076923076923078,0.58,0,0,2f9855b6-683e-4d8a-8035-43c24886b5b4,ATM-AHM-1062,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,15.0,236.41,236.41,5.0,1.0,61.0,0.0,0.0,1.0,10.366666666666667,5.469788604287577,0.4666666666666667,0.2,0.58,0,0,f25922b8-92ab-4a1b-9384-94523efd3dc0,ATM-AHM-1063,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,10.0,78.0,1061238.87,805065.27,30.0,10.0,349.0,0.0,0.0,10.0,2.4166666666666665,13.874948471214669,0.8974358974358975,0.3076923076923077,0.58,1,0,4de94457-f343-446a-ae83-c480d5bf7a1f,ATM-AHM-1064,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,98.45,0.0,0.0,0.16666666666666666,0.58,0,0,1b06d5fa-18a7-4557-9d1e-02ed6984636c,ATM-AHM-1065,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,29.0,3419.37,2419.37,8.0,2.0,120.0,0.0,0.0,2.0,1.4166666666666667,8.137504011339347,0.48275862068965514,0.3448275862068966,0.58,0,0,5101c323-a593-468c-9fd5-f5561422e7f7,ATM-AHM-1066,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,14.0,43373.44,42843.82,8.0,2.0,53.0,0.0,0.0,2.0,7.55,10.677625606502993,1.0,0.42857142857142855,0.58,0,0,ba6db1a2-dea2-4e2b-89c0-176f9b2d859f,ATM-AHM-1067,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,22.0,12726.210000000001,12309.29,7.0,2.0,91.0,0.0,0.0,2.0,3.3666666666666667,9.451497500209497,0.6363636363636364,0.09090909090909091,0.58,0,0,7789b774-df38-4c34-88d5-71433bd9209f,ATM-AHM-1068,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,6.0,60291.12,59144.65,1.0,3.0,27.0,0.0,0.0,3.0,6.866666666666666,11.006956694242245,3.0,0.5,0.58,0,0,0ad540ef-42d8-41bf-85a8-0450d3688416,ATM-AHM-1069,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,17da1567-e739-4577-8d6a-0be31d1f0f8e,ATM-PUN-1070,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,e439e682-330c-4a14-8cf8-de1575d5a25d,ATM-PUN-1071,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,a107e7a2-a4bc-4e08-ac21-b737fdee583e,ATM-PUN-1072,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,92d96c6b-0a9c-4295-9db9-4976e6606aff,ATM-PUN-1073,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,73495603-b272-4d8f-b601-c3996eb52e82,ATM-PUN-1074,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,697ba4c0-756f-4e41-b63d-3f83e7156cef,ATM-PUN-1075,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,cd77399e-7e71-45a2-afed-9396af2bc44e,ATM-PUN-1076,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,70c54050-90c0-4685-b669-f7fba4d97439,ATM-PUN-1077,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,69468b16-8d3e-4c79-ba2d-7dde1dfded1c,ATM-PUN-1078,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.85,0,0,d22ae1d3-99f6-4fa8-abdd-6e243cd83d22,ATM-PUN-1079,Pune,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,17.0,180489.7,180489.7,11.0,1.0,75.0,0.0,0.0,1.0,20.866666666666667,12.103434531881982,0.411764705882353,0.4117647058823529,0.52,0,0,9547f407-92b4-46cf-b3c0-12a4b8fe210c,ATM-JAI-1080,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,8.0,64523.340000000004,58171.76,7.0,2.0,53.0,0.0,0.0,2.0,0.03333333333333333,11.074797795940935,1.75,0.25,0.52,0,0,19ab0eea-57b2-4ccf-ba04-7197ca5691ed,ATM-JAI-1081,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,20.0,438.08,438.08,13.0,1.0,104.0,0.0,0.0,1.0,15.85,6.084681628819116,0.35,0.15,0.52,0,0,6c33f7f0-df12-4f39-827d-8e68dcc3494c,ATM-JAI-1082,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,92.0,0.0,0.0,0.5,0.52,0,0,065cd4f8-9c0f-4400-a4c7-dfea9be7e753,ATM-JAI-1083,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,22.0,68440.97,66663.57,7.0,2.0,105.0,0.0,0.0,2.0,6.883333333333334,11.133741511928514,0.6363636363636364,0.13636363636363635,0.52,0,0,d94e4abc-f1b3-4c70-91be-311eabf9faed,ATM-JAI-1084,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,17.0,88712.48,82545.72,6.0,5.0,76.0,0.0,0.0,5.0,0.2,11.393167129693456,2.058823529411765,0.29411764705882354,0.52,1,0,5a567bc2-638f-4d2e-a3b3-40b7f6eb8823,ATM-JAI-1085,Jaipur,Rajasthan,2019-03-01T00:00:00,2019
