hour_of_day,day_of_week,is_weekend,recent_activity_count_24h,recent_activity_count_7d,recent_amount_24h,max_single_amount_24h,historical_cashout_count_30d,historical_incident_count_500m,historical_incident_count_2km,atm_density_1km,connected_mule_accounts_count,unique_accounts_24h,hours_since_last_activity,amount_log_24h,velocity_surge_ratio,night_activity_ratio_7d,state_crime_risk_index,target_cashout_24h,target_fraud_cashout_24h,atm_id,atm_code,city,state,cutoff_time,year
0.0,4.0,0.0,1.0,17.0,620.51,620.51,6.0,1.0,84.0,0.0,0.0,1.0,6.633333333333334,6.432152000925907,0.411764705882353,0.23529411764705882,0.72,0,0,051674e2-a8c4-5111-bf54-2c937a9c722a,ATM-NEW-0011,New Delhi,Delhi,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,15.0,624.83,624.83,9.0,1.0,61.0,0.0,0.0,1.0,18.85,6.439078768724305,0.4666666666666667,0.4666666666666667,0.72,1,0,e3c72b40-457d-5627-b578-4da7a09c1fc1,ATM-NEW-0012,New Delhi,Delhi,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,17.0,99632.57,99632.57,5.0,1.0,44.0,0.0,0.0,1.0,16.633333333333333,11.509254434977478,0.411764705882353,0.11764705882352941,0.72,0,0,0e0b8e6c-f46a-5dce-b705-93abfbcedab7,ATM-NEW-0013,New Delhi,Delhi,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,20.0,9490.15,6775.74,9.0,4.0,80.0,0.0,0.0,4.0,3.433333333333333,9.158115064451922,1.4,0.2,0.72,0,0,d89b2703-b172-5529-922c-4af9eb48d45f,ATM-NEW-0014,New Delhi,Delhi,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,24.0,11523.42,11523.42,13.0,1.0,107.0,0.0,0.0,1.0,6.383333333333334,9.352223541218875,0.2916666666666667,0.375,0.72,0,0,7c8a9fea-1f01-5794-b1f8-1f33bc77651b,ATM-NEW-0015,New Delhi,Delhi,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,19.0,31915.63,31532.29,1.0,2.0,79.0,0.0,0.0,2.0,15.0,10.370882469549057,0.7368421052631579,0.3157894736842105,0.85,1,0,81697ea2-f5de-540b-a729-ead84b45e611,ATM-MUM-0016,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,7.0,25.0,45678.26,28459.24,15.0,7.0,114.0,0.0,0.0,7.0,7.633333333333334,10.72939964454894,1.96,0.2,0.85,0,0,c991fb7a-f5c2-5464-b968-538bf5c140df,ATM-MUM-0017,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,21.0,2495.82,2495.82,9.0,1.0,87.0,0.0,0.0,1.0,6.266666666666667,7.822773201177612,0.3333333333333333,0.42857142857142855,0.85,0,0,2ec2dfb2-1938-5797-bf2d-736d604948cb,ATM-MUM-0018,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,22.0,13378.02,13244.27,8.0,2.0,78.0,0.0,0.0,2.0,6.266666666666667,9.501443087352538,0.6363636363636364,0.2727272727272727,0.85,0,0,bbdf6837-aab5-5b4e-839e-9ee61eaea352,ATM-MUM-0019,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,32.0,12594.960000000001,10100.04,12.0,4.0,124.0,0.0,0.0,4.0,0.4666666666666667,9.441131406604567,0.875,0.1875,0.85,0,0,9e342a67-6e23-50e0-affc-c624e2da2f70,ATM-MUM-0020,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,7.0,45.0,39572.5,29867.19,15.0,7.0,145.0,0.0,0.0,7.0,3.283333333333333,10.585914981314525,1.0888888888888888,0.13333333333333333,0.85,1,0,5cbba4d0-3c52-5f68-9295-d2058d5ea946,ATM-MUM-0021,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,25.0,4052.83,1591.62,9.0,3.0,110.0,0.0,0.0,3.0,8.766666666666667,8.307417392240243,0.84,0.2,0.85,0,0,59684263-0e01-5fc5-9de6-966d650e19e5,ATM-MUM-0022,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,15.0,15502.590000000002,10000.0,15.0,3.0,86.0,0.0,1.0,3.0,6.183333333333334,9.648826888992437,1.4000000000000001,0.13333333333333333,0.85,1,0,8df3fb3f-36b9-5e62-b1aa-54e0ed960822,ATM-MUM-0023,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,24.0,64747.3,45482.74,10.0,5.0,87.0,0.0,0.0,5.0,7.816666666666666,11.078262724390866,1.4583333333333335,0.25,0.85,1,0,37d50aaa-0ca6-52fd-ba0f-a0c734b03d34,ATM-MUM-0024,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,24.0,63250.100000000006,63147.66,8.0,3.0,108.0,0.0,0.0,3.0,4.516666666666667,11.054867797742888,0.875,0.125,0.85,1,0,3b1e5d03-563a-5430-87b7-e281fa8f8af4,ATM-MUM-0025,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,6.0,50.0,20580.01,8148.05,18.0,6.0,178.0,0.0,0.0,6.0,8.766666666666667,9.932124084957382,0.84,0.2,0.85,0,0,7af28f6a-7ed8-5ba7-97f0-f49875cbb077,ATM-MUM-0026,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,30.0,32090.49,20678.63,19.0,4.0,144.0,0.0,1.0,4.0,1.45,10.376346164936228,0.9333333333333333,0.26666666666666666,0.85,0,0,800f26bb-ab13-53a8-8329-4e07a6b7cf1d,ATM-MUM-0027,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,11.0,74922.94,42916.5,8.0,4.0,50.0,0.0,0.0,4.0,1.0166666666666666,11.224228744603973,2.5454545454545454,0.0,0.85,0,0,6ded4d28-8bc2-5507-85db-b9ec23a0756c,ATM-MUM-0028,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,22.0,9071.61,6507.35,17.0,4.0,89.0,0.0,0.0,4.0,2.683333333333333,9.113015263565941,1.2727272727272727,0.22727272727272727,0.85,0,0,7aee3f20-61f3-58df-bbd1-af7d2ad4f502,ATM-MUM-0029,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,38.0,1637.9099999999999,912.16,12.0,2.0,146.0,0.0,0.0,2.0,11.35,7.401786665704715,0.3684210526315789,0.21052631578947367,0.85,1,0,fceef9b3-9818-5d9c-9786-aa1ba0a869e2,ATM-MUM-0030,Mumbai,Maharashtra,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,12.0,50143.29,50143.29,2.0,1.0,41.0,0.0,0.0,1.0,16.133333333333333,10.822659928482993,0.5833333333333334,0.3333333333333333,0.78,0,0,51f7f7da-0718-5063-91b2-d743096e78e1,ATM-BEN-0031,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,14.0,960.69,960.69,4.0,1.0,57.0,0.0,0.0,1.0,23.016666666666666,6.86869215341128,0.5,0.14285714285714285,0.78,1,0,0949a9d8-1c2f-5d53-bc48-6050d92fe35b,ATM-BEN-0032,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,15.0,24174.11,12863.32,6.0,3.0,61.0,0.0,0.0,3.0,3.1666666666666665,10.093078870466263,1.4000000000000001,0.06666666666666667,0.78,0,0,f41c7ddd-7008-5aeb-99eb-f05a1845a016,ATM-BEN-0033,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,18.0,9967.900000000001,9578.04,6.0,2.0,55.0,0.0,0.0,2.0,9.966666666666667,9.207225525875993,0.7777777777777777,0.16666666666666666,0.78,0,0,3aa4e1f6-58c6-5cbb-a302-28689bbca879,ATM-BEN-0034,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,13.0,1200.71,888.02,6.0,2.0,69.0,0.0,0.0,2.0,12.566666666666666,7.0915008214271085,1.0769230769230769,0.3076923076923077,0.78,0,0,1af29445-7edb-54fb-a987-f6ba18f4dcc3,ATM-BEN-0035,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,33.0,14843.28,11292.94,18.0,2.0,132.0,0.0,0.0,2.0,3.3333333333333335,9.605369884842792,0.42424242424242425,0.15151515151515152,0.78,0,0,c4d45e66-af66-5d62-9ec1-a719ee0110b8,ATM-BEN-0036,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,33.0,4057660.5100000002,4044035.89,12.0,2.0,135.0,0.0,0.0,2.0,5.966666666666667,15.216117382877503,0.42424242424242425,0.18181818181818182,0.78,0,0,6a5e8429-628a-5a7d-b3da-577e42cb4cd4,ATM-BEN-0037,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,11.0,59195.579999999994,58541.81,8.0,3.0,64.0,0.0,0.0,3.0,9.583333333333334,10.98861904893306,1.9090909090909092,0.2727272727272727,0.78,0,0,1ceabaf4-936c-5e09-9db4-955f82fbe69e,ATM-BEN-0038,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,13.0,6500.0,5000.0,9.0,3.0,58.0,0.0,0.0,3.0,1.8166666666666667,8.77971129020447,1.6153846153846154,0.23076923076923078,0.78,0,0,a2bdeeac-87ea-5acb-a121-647dd81616e4,ATM-BEN-0039,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,114.0,0.0,0.0,0.0,28.283333333333335,0.0,0.0,0.3181818181818182,0.78,0,0,328c3398-026a-5b82-ad02-8598a7d943ba,ATM-BEN-0040,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,26.0,27606.179999999997,10167.57,12.0,5.0,120.0,0.0,0.0,5.0,4.816666666666666,10.225831162800953,1.346153846153846,0.3076923076923077,0.78,1,0,7142d25c-5954-53f9-ba18-f95055901780,ATM-BEN-0041,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,28.0,121883.76999999999,117216.54,12.0,3.0,106.0,0.0,0.0,3.0,17.5,11.710831369189743,0.75,0.32142857142857145,0.78,1,0,d5f219b1-03da-5f87-a5da-607ea7af6899,ATM-BEN-0042,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,18.0,1556.77,974.87,8.0,3.0,56.0,0.0,0.0,3.0,4.133333333333334,7.351010590372565,1.1666666666666665,0.1111111111111111,0.78,0,0,59fb71b7-27d2-56ae-87ab-548765379b67,ATM-BEN-0043,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,15.0,2729.01,2000.0,6.0,2.0,56.0,0.0,0.0,2.0,12.433333333333334,7.912060551175959,0.9333333333333333,0.4,0.78,0,0,08c99329-0e59-5327-8796-9fef243ca011,ATM-BEN-0044,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,26.0,6587.83,6587.83,10.0,1.0,87.0,0.0,0.0,1.0,0.23333333333333334,8.79313107000426,0.2692307692307692,0.34615384615384615,0.78,0,0,aac4fab3-2fa2-532d-b442-87ce705ae9f3,ATM-BEN-0045,Bengaluru,Karnataka,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,26.266666666666666,0.0,0.0,0.125,0.55,0,0,7c8fbbb0-7633-546c-b927-1accdba2044a,ATM-CHE-0046,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,17.0,500.0,500.0,6.0,1.0,59.0,0.0,0.0,1.0,7.133333333333334,6.2166061010848646,0.411764705882353,0.11764705882352941,0.55,0,0,fbbc3df5-4722-57b4-9788-6244a82eaa45,ATM-CHE-0047,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,76.0,0.0,0.0,0.0,38.733333333333334,0.0,0.0,0.1,0.55,0,0,14e22c3d-5500-5971-b937-f612a3b05543,ATM-CHE-0048,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,6.0,630.4200000000001,551.97,2.0,2.0,32.0,0.0,0.0,2.0,0.75,6.44797125126366,2.0,0.16666666666666666,0.55,0,0,869d900f-916d-59fb-a1c5-980ea46f3005,ATM-CHE-0049,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,12.0,21703.199999999997,17131.85,6.0,2.0,66.0,0.0,0.0,2.0,13.3,9.985261069187574,1.1666666666666667,0.4166666666666667,0.55,0,0,9ec9c0ef-9209-5a42-84e8-2013032e9b9e,ATM-CHE-0050,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,22.0,17891.02,8719.97,13.0,3.0,100.0,0.0,0.0,3.0,18.15,9.792110082370133,0.9545454545454546,0.36363636363636365,0.55,0,0,cf923010-1ea8-516f-8a40-b3db95dce888,ATM-CHE-0051,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,5.0,35.0,118679.34999999999,110048.54,11.0,5.0,127.0,0.0,0.0,5.0,10.883333333333333,11.684189023507251,1.0,0.11428571428571428,0.55,1,0,b8864095-68a2-5748-a216-676e811b321c,ATM-CHE-0052,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,11.0,3266.17,2854.11,5.0,2.0,57.0,0.0,0.0,2.0,4.533333333333333,8.09167944575385,1.2727272727272727,0.2727272727272727,0.55,0,0,41174545-6f86-5ccc-94c0-7054225d58ad,ATM-CHE-0053,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,26.0,26191.77,20876.53,5.0,3.0,81.0,0.0,0.0,3.0,8.216666666666667,10.17323869746835,0.8076923076923077,0.15384615384615385,0.55,0,0,b7c4c3b5-15ff-512b-bc9b-d52f3797f893,ATM-CHE-0054,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,33.0,14393.35,7407.98,12.0,4.0,127.0,0.0,0.0,4.0,15.05,9.57459104745922,0.8484848484848485,0.3333333333333333,0.55,0,0,f9c8bdaf-f2d5-519b-81d4-759a53bf1015,ATM-CHE-0055,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,18.0,2192.29,1196.72,8.0,2.0,102.0,0.0,0.0,2.0,2.433333333333333,7.693157978617179,0.7777777777777777,0.2222222222222222,0.55,1,0,9d88e52f-9303-5776-9acc-390b8ece126d,ATM-CHE-0056,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,20.0,4731.68,4731.68,7.0,1.0,95.0,0.0,0.0,1.0,7.116666666666666,8.462246917225464,0.35,0.25,0.55,0,0,34ff42c5-aa0c-58b5-b153-3aa920bff5c7,ATM-CHE-0057,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,10.0,1031.11,859.51,2.0,2.0,44.0,0.0,0.0,2.0,9.833333333333334,6.939360529508575,1.4,0.4,0.55,0,0,c1ef55eb-7ba3-5dca-9329-fa76b3327004,ATM-CHE-0058,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,14.0,5582.7,4714.03,6.0,2.0,69.0,0.0,0.0,2.0,12.8,8.627606918070606,1.0,0.2857142857142857,0.55,0,0,d3483408-08a1-5840-8a4f-e2a5d47c989b,ATM-CHE-0059,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,18.0,7095.55,4034.21,6.0,3.0,64.0,0.0,0.0,3.0,4.05,8.867364029441259,1.1666666666666665,0.3333333333333333,0.55,1,0,90bcf56f-15e8-5317-aff9-2bb508a1d03a,ATM-CHE-0060,Chennai,Tamil Nadu,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,37.0,0.0,0.0,0.0,53.38333333333333,0.0,0.0,0.5,0.58,0,0,a9c5b13b-e31b-5d61-b111-d30041fcd1e9,ATM-AHM-0061,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,40.28333333333333,0.0,0.0,0.2222222222222222,0.58,0,0,e59ea14d-6014-54fe-bc4f-daf0d4c133e3,ATM-AHM-0062,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,16.0,121684.81,63211.66,6.0,4.0,63.0,0.0,0.0,4.0,12.0,11.709197673985244,1.75,0.25,0.58,0,0,b2e6f33c-17a1-547b-a103-0541efcaee5d,ATM-AHM-0063,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,15.0,73690.12,59144.65,5.0,3.0,49.0,0.0,0.0,3.0,6.516666666666667,11.207637582451353,1.4000000000000001,0.4,0.58,0,0,d69d9b0a-1678-5866-b094-3f5f19c0c205,ATM-AHM-0064,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,14.0,236.41,236.41,1.0,1.0,44.0,0.0,0.0,1.0,10.366666666666667,5.469788604287577,0.5,0.0,0.58,0,0,67107270-efc6-529d-8ace-22395900dddc,ATM-AHM-0065,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,68.0,0.0,0.0,0.0,27.95,0.0,0.0,0.3333333333333333,0.58,0,0,1d7d8374-7d25-5244-9349-2dba7c91bf60,ATM-AHM-0066,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,24.0,100754.18,83029.43,8.0,2.0,109.0,0.0,0.0,2.0,2.4166666666666665,11.520448892879314,0.5833333333333334,0.3333333333333333,0.58,1,0,afecdedf-a580-5453-aee1-cce5a1fc6571,ATM-AHM-0067,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,16.0,1454.5700000000002,1137.38,7.0,2.0,58.0,0.0,0.0,2.0,10.783333333333333,7.283152855467907,0.875,0.1875,0.58,0,0,46d959a8-3a7a-51b4-a5d0-e6489f19d5ab,ATM-AHM-0068,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,12.0,1000.0,1000.0,5.0,1.0,61.0,0.0,0.0,1.0,1.4166666666666667,6.90875477931522,0.5833333333333334,0.25,0.58,0,0,b41f1475-dca2-5dc1-938e-9543cd4de399,ATM-AHM-0069,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,20.0,818056.8,805065.27,5.0,4.0,94.0,0.0,0.0,4.0,3.3666666666666667,13.614688273235274,1.4,0.35,0.58,0,0,38ef268a-dcd0-56f8-8c8f-954520b5c33b,ATM-AHM-0070,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,13.0,3700.69,2036.26,3.0,2.0,64.0,0.0,0.0,2.0,8.966666666666667,8.216544751107458,1.0769230769230769,0.15384615384615385,0.58,0,0,a5676c6d-3d3e-517c-81a9-86b85c039df1,ATM-AHM-0071,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,21.0,97741.75,81667.03,10.0,3.0,76.0,0.0,0.0,3.0,13.116666666666667,11.490094306299017,1.0,0.38095238095238093,0.58,1,0,65a9af02-f38e-5bc1-a908-6a3a653df0fc,ATM-AHM-0072,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,12.0,43373.44,42843.82,3.0,2.0,42.0,0.0,0.0,2.0,7.55,10.677625606502993,1.1666666666666667,0.4166666666666667,0.58,0,0,07b1cb4d-de17-5ac2-a00b-02cf9e672ff0,ATM-AHM-0073,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,13.0,2419.37,2419.37,4.0,1.0,52.0,0.0,0.0,1.0,22.166666666666668,7.791675700025839,0.5384615384615384,0.23076923076923078,0.58,0,0,9adf3d58-2b6f-5de3-8510-5cc671d1d2e8,ATM-AHM-0074,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,18.0,0.0,0.0,14.0,0.0,68.0,0.0,0.0,0.0,28.083333333333332,0.0,0.0,0.3333333333333333,0.58,0,0,de2d188a-a433-5f4b-869a-2ffe30dfc6ab,ATM-AHM-0075,Ahmedabad,Gujarat,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,5.0,8943.21,8943.21,4.0,1.0,22.0,0.0,0.0,1.0,20.983333333333334,9.098761674546791,1.0,0.2,0.48,0,0,b76d9deb-4963-5298-b5ab-e7aa1216e9a4,ATM-KOL-0076,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,10.0,6380.34,6380.34,3.0,1.0,47.0,0.0,0.0,1.0,6.483333333333333,8.761133385633302,0.7,0.2,0.48,0,0,0e83a772-d0c1-5d38-9f1f-4a51eb7ee575,ATM-KOL-0077,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,12.0,2961.44,2714.44,8.0,2.0,34.0,0.0,0.0,2.0,2.4833333333333334,7.993768532073732,1.1666666666666667,0.08333333333333333,0.48,1,0,2e751f5b-ebe1-5162-b43d-482303a259e3,ATM-KOL-0078,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,1.0,9.0,595.0,595.0,1.0,1.0,30.0,0.0,0.0,1.0,9.883333333333333,6.39024066706535,0.7777777777777777,0.4444444444444444,0.48,0,0,b73cca25-bce0-5c18-8339-4e08c62ff897,ATM-KOL-0079,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,33.68333333333333,0.0,0.0,0.1,0.48,0,0,4407e36e-71bc-5526-9a73-9f76e801cc45,ATM-KOL-0080,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,13.0,27866.78,24509.84,10.0,4.0,60.0,0.0,0.0,4.0,4.366666666666666,10.235226461759728,2.1538461538461537,0.3076923076923077,0.48,0,0,422e93c8-7fc2-5abd-bd82-7b2eb566f6e6,ATM-KOL-0081,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,17.0,3974.98,3000.0,4.0,2.0,57.0,0.0,0.0,2.0,15.25,8.288026537582727,0.823529411764706,0.35294117647058826,0.48,1,0,1b131b05-4df1-5564-b4fd-6cb5e09cfdd5,ATM-KOL-0082,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,4.0,13.0,289684.60000000003,242530.81,3.0,4.0,50.0,0.0,0.0,4.0,0.38333333333333336,12.576551475929001,2.1538461538461537,0.23076923076923078,0.48,0,0,e789fbe5-81bc-554f-9309-2f60d40df893,ATM-KOL-0083,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,3.0,13.0,284129.66,180035.73,5.0,3.0,37.0,0.0,0.0,3.0,1.3,12.55718948176593,1.6153846153846154,0.07692307692307693,0.48,0,0,5737401f-13a5-5335-9e4c-336a9e870086,ATM-KOL-0084,Kolkata,West Bengal,2019-03-01T00:00:00,2019
0.0,4.0,0.0,2.0,10.0,9930.11,9223.18,9.0,2.0,59.0,0.0,0.0,2.0,21.483333333333334,9.203427533269364,1.4,0.4,0.48,0,0,8279eaa3-c5e0-5a20-9db9-075ee86efeb4,ATM-KOL-0085,Kolkata,West Bengal,2019-03-01T00:00:00,2019
