id,atm_id,atm_code,bank_name,city,state,latitude,longitude
37d50aaa-0ca6-52fd-ba0f-a0c734b03d34,37d50aaa-0ca6-52fd-ba0f-a0c734b03d34,ATM-MUM-0024,Axis Bank,Mumbai,Maharashtra,19.040764,72.89246
3b1e5d03-563a-5430-87b7-e281fa8f8af4,3b1e5d03-563a-5430-87b7-e281fa8f8af4,ATM-MUM-0025,Punjab National Bank,Mumbai,Maharashtra,19.060847,72.890101
7af28f6a-7ed8-5ba7-97f0-f49875cbb077,7af28f6a-7ed8-5ba7-97f0-f49875cbb077,ATM-MUM-0026,SBI,Mumbai,Maharashtra,19.089873,72.890091
800f26bb-ab13-53a8-8329-4e07a6b7cf1d,800f26bb-ab13-53a8-8329-4e07a6b7cf1d,ATM-MUM-0027,HDFC Bank,Mumbai,Maharashtra,19.11546,72.884312
6ded4d28-8bc2-5507-85db-b9ec23a0756c,6ded4d28-8bc2-5507-85db-b9ec23a0756c,ATM-MUM-0028,ICICI Bank,Mumbai,Maharashtra,19.039211,72.917387
7aee3f20-61f3-58df-bbd1-af7d2ad4f502,7aee3f20-61f3-58df-bbd1-af7d2ad4f502,ATM-MUM-0029,Axis Bank,Mumbai,Maharashtra,19.060175,72.917258
fceef9b3-9818-5d9c-9786-aa1ba0a869e2,fceef9b3-9818-5d9c-9786-aa1ba0a869e2,ATM-MUM-0030,Punjab National Bank,Mumbai,Maharashtra,19.083486,72.913755
51f7f7da-0718-5063-91b2-d743096e78e1,51f7f7da-0718-5063-91b2-d743096e78e1,ATM-BEN-0031,SBI,Bengaluru,Karnataka,12.930369,77.553835
0949a9d8-1c2f-5d53-bc48-6050d92fe35b,0949a9d8-1c2f-5d53-bc48-6050d92fe35b,ATM-BEN-0032,HDFC Bank,Bengaluru,Karnataka,12.956749,77.554741
f41c7ddd-7008-5aeb-99eb-f05a1845a016,f41c7ddd-7008-5aeb-99eb-f05a1845a016,ATM-BEN-0033,ICICI Bank,Bengaluru,Karnataka,12.981785,77.552293
3aa4e1f6-58c6-5cbb-a302-28689bbca879,3aa4e1f6-58c6-5cbb-a302-28689bbca879,ATM-BEN-0034,Axis Bank,Bengaluru,Karnataka,13.011345,77.560359
1af29445-7edb-54fb-a987-f6ba18f4dcc3,1af29445-7edb-54fb-a987-f6ba18f4dcc3,ATM-BEN-0035,Punjab National Bank,Bengaluru,Karnataka,12.936341,77.58128
c4d45e66-af66-5d62-9ec1-a719ee0110b8,c4d45e66-af66-5d62-9ec1-a719ee0110b8,ATM-BEN-0036,SBI,Bengaluru,Karnataka,12.950047,77.582411
6a5e8429-628a-5a7d-b3da-577e42cb4cd4,6a5e8429-628a-5a7d-b3da-577e42cb4cd4,ATM-BEN-0037,HDFC Bank,Bengaluru,Karnataka,12.988044,77.581103
1ceabaf4-936c-5e09-9db4-955f82fbe69e,1ceabaf4-936c-5e09-9db4-955f82fbe69e,ATM-BEN-0038,ICICI Bank,Bengaluru,Karnataka,13.007462,77.584017
a2bdeeac-87ea-5acb-a121-647dd81616e4,a2bdeeac-87ea-5acb-a121-647dd81616e4,ATM-BEN-0039,Axis Bank,Bengaluru,Karnataka,12.933646,77.612392
328c3398-026a-5b82-ad02-8598a7d943ba,328c3398-026a-5b82-ad02-8598a7d943ba,ATM-BEN-0040,Punjab National Bank,Bengaluru,Karnataka,12.959687,77.610003
7142d25c-5954-53f9-ba18-f95055901780,7142d25c-5954-53f9-ba18-f95055901780,ATM-BEN-0041,SBI,Bengaluru,Karnataka,12.980828,77.607851
d5f219b1-03da-5f87-a5da-607ea7af6899,d5f219b1-03da-5f87-a5da-607ea7af6899,ATM-BEN-0042,HDFC Bank,Bengaluru,Karnataka,13.010801,77.606149
59fb71b7-27d2-56ae-87ab-548765379b67,59fb71b7-27d2-56ae-87ab-548765379b67,ATM-BEN-0043,ICICI Bank,Bengaluru,Karnataka,12.935601,77.627924
08c99329-0e59-5327-8796-9fef243ca011,08c99329-0e59-5327-8796-9fef243ca011,ATM-BEN-0044,Axis Bank,Bengaluru,Karnataka,12.962165,77.632759
aac4fab3-2fa2-532d-b442-87ce705ae9f3,aac4fab3-2fa2-532d-b442-87ce705ae9f3,ATM-BEN-0045,Punjab National Bank,Bengaluru,Karnataka,12.980695,77.633457
7c8fbbb0-7633-546c-b927-1accdba2044a,7c8fbbb0-7633-546c-b927-1accdba2044a,ATM-CHE-0046,SBI,Chennai,Tamil Nadu,13.044136,80.232222
fbbc3df5-4722-57b4-9788-6244a82eaa45,fbbc3df5-4722-57b4-9788-6244a82eaa45,ATM-CHE-0047,HDFC Bank,Chennai,Tamil Nadu,13.072328,80.2318
14e22c3d-5500-5971-b937-f612a3b05543,14e22c3d-5500-5971-b937-f612a3b05543,ATM-CHE-0048,ICICI Bank,Chennai,Tamil Nadu,13.092521,80.233635
869d900f-916d-59fb-a1c5-980ea46f3005,869d900f-916d-59fb-a1c5-980ea46f3005,ATM-CHE-0049,Axis Bank,Chennai,Tamil Nadu,13.120204,80.232526
9ec9c0ef-9209-5a42-84e8-2013032e9b9e,9ec9c0ef-9209-5a42-84e8-2013032e9b9e,ATM-CHE-0050,Punjab National Bank,Chennai,Tamil Nadu,13.043112,80.25897
cf923010-1ea8-516f-8a40-b3db95dce888,cf923010-1ea8-516f-8a40-b3db95dce888,ATM-CHE-0051,SBI,Chennai,Tamil Nadu,13.070188,80.258045
b8864095-68a2-5748-a216-676e811b321c,b8864095-68a2-5748-a216-676e811b321c,ATM-CHE-0052,HDFC Bank,Chennai,Tamil Nadu,13.091993,80.260266
41174545-6f86-5ccc-94c0-7054225d58ad,41174545-6f86-5ccc-94c0-7054225d58ad,ATM-CHE-0053,ICICI Bank,Chennai,Tamil Nadu,13.122974,80.254787
b7c4c3b5-15ff-512b-bc9b-d52f3797f893,b7c4c3b5-15ff-512b-bc9b-d52f3797f893,ATM-CHE-0054,Axis Bank,Chennai,Tamil Nadu,13.044379,80.275566
f9c8bdaf-f2d5-519b-81d4-759a53bf1015,f9c8bdaf-f2d5-519b-81d4-759a53bf1015,ATM-CHE-0055,Punjab National Bank,Chennai,Tamil Nadu,13.072885,80.286262
9d88e52f-9303-5776-9acc-390b8ece126d,9d88e52f-9303-5776-9acc-390b8ece126d,ATM-CHE-0056,SBI,Chennai,Tamil Nadu,13.098514,80.283768
34ff42c5-aa0c-58b5-b153-3aa920bff5c7,34ff42c5-aa0c-58b5-b153-3aa920bff5c7,ATM-CHE-0057,HDFC Bank,Chennai,Tamil Nadu,13.122206,80.279988
c1ef55eb-7ba3-5dca-9329-fa76b3327004,c1ef55eb-7ba3-5dca-9329-fa76b3327004,ATM-CHE-0058,ICICI Bank,Chennai,Tamil Nadu,13.041145,80.312226
d3483408-08a1-5840-8a4f-e2a5d47c989b,d3483408-08a1-5840-8a4f-e2a5d47c989b,ATM-CHE-0059,Axis Bank,Chennai,Tamil Nadu,13.070362,80.309551
90bcf56f-15e8-5317-aff9-2bb508a1d03a,90bcf56f-15e8-5317-aff9-2bb508a1d03a,ATM-CHE-0060,Punjab National Bank,Chennai,Tamil Nadu,13.093395,80.311313
a9c5b13b-e31b-5d61-b111-d30041fcd1e9,a9c5b13b-e31b-5d61-b111-d30041fcd1e9,ATM-AHM-0061,SBI,Ahmedabad,Gujarat,22.984164,72.532707
e59ea14d-6014-54fe-bc4f-daf0d4c133e3,e59ea14d-6014-54fe-bc4f-daf0d4c133e3,ATM-AHM-0062,HDFC Bank,Ahmedabad,Gujarat,23.005472,72.539324
b2e6f33c-17a1-547b-a103-0541efcaee5d,b2e6f33c-17a1-547b-a103-0541efcaee5d,ATM-AHM-0063,ICICI Bank,Ahmedabad,Gujarat,23.02678,72.532113
d69d9b0a-1678-5866-b094-3f5f19c0c205,d69d9b0a-1678-5866-b094-3f5f19c0c205,ATM-AHM-0064,Axis Bank,Ahmedabad,Gujarat,23.061351,72.53201
67107270-efc6-529d-8ace-22395900dddc,67107270-efc6-529d-8ace-22395900dddc,ATM-AHM-0065,Punjab National Bank,Ahmedabad,Gujarat,22.985014,72.560474
1d7d8374-7d25-5244-9349-2dba7c91bf60,1d7d8374-7d25-5244-9349-2dba7c91bf60,ATM-AHM-0066,SBI,Ahmedabad,Gujarat,23.006252,72.550572
afecdedf-a580-5453-aee1-cce5a1fc6571,afecdedf-a580-5453-aee1-cce5a1fc6571,ATM-AHM-0067,HDFC Bank,Ahmedabad,Gujarat,23.039629,72.560219
46d959a8-3a7a-51b4-a5d0-e6489f19d5ab,46d959a8-3a7a-51b4-a5d0-e6489f19d5ab,ATM-AHM-0068,ICICI Bank,Ahmedabad,Gujarat,23.06583,72.563623
b41f1475-dca2-5dc1-938e-9543cd4de399,b41f1475-dca2-5dc1-938e-9543cd4de399,ATM-AHM-0069,Axis Bank,Ahmedabad,Gujarat,22.980548,72.579979
38ef268a-dcd0-56f8-8c8f-954520b5c33b,38ef268a-dcd0-56f8-8c8f-954520b5c33b,ATM-AHM-0070,Punjab National Bank,Ahmedabad,Gujarat,23.010254,72.580188
a5676c6d-3d3e-517c-81a9-86b85c039df1,a5676c6d-3d3e-517c-81a9-86b85c039df1,ATM-AHM-0071,SBI,Ahmedabad,Gujarat,23.039067,72.586258
65a9af02-f38e-5bc1-a908-6a3a653df0fc,65a9af02-f38e-5bc1-a908-6a3a653df0fc,ATM-AHM-0072,HDFC Bank,Ahmedabad,Gujarat,23.057821,72.583037
07b1cb4d-de17-5ac2-a00b-02cf9e672ff0,07b1cb4d-de17-5ac2-a00b-02cf9e672ff0,ATM-AHM-0073,ICICI Bank,Ahmedabad,Gujarat,22.987189,72.606751
9adf3d58-2b6f-5de3-8510-5cc671d1d2e8,9adf3d58-2b6f-5de3-8510-5cc671d1d2e8,ATM-AHM-0074,Axis Bank,Ahmedabad,Gujarat,23.008966,72.605173
de2d188a-a433-5f4b-869a-2ffe30dfc6ab,de2d188a-a433-5f4b-869a-2ffe30dfc6ab,ATM-AHM-0075,Punjab National Bank,Ahmedabad,Gujarat,23.033304,72.610436
b76d9deb-4963-5298-b5ab-e7aa1216e9a4,b76d9deb-4963-5298-b5ab-e7aa1216e9a4,ATM-KOL-0076,SBI,Kolkata,West Bengal,22.536879,88.318024
0e83a772-d0c1-5d38-9f1f-4a51eb7ee575,0e83a772-d0c1-5d38-9f1f-4a51eb7ee575,ATM-KOL-0077,HDFC Bank,Kolkata,West Bengal,22.559346,88.325285
2e751f5b-ebe1-5162-b43d-482303a259e3,2e751f5b-ebe1-5162-b43d-482303a259e3,ATM-KOL-0078,ICICI Bank,Kolkata,West Bengal,22.585665,88.320666
b73cca25-bce0-5c18-8339-4e08c62ff897,b73cca25-bce0-5c18-8339-4e08c62ff897,ATM-KOL-0079,Axis Bank,Kolkata,West Bengal,22.611486,88.328391
4407e36e-71bc-5526-9a73-9f76e801cc45,4407e36e-71bc-5526-9a73-9f76e801cc45,ATM-KOL-0080,Punjab National Bank,Kolkata,West Bengal,22.533784,88.351088
422e93c8-7fc2-5abd-bd82-7b2eb566f6e6,422e93c8-7fc2-5abd-bd82-7b2eb566f6e6,ATM-KOL-0081,SBI,Kolkata,West Bengal,22.558481,88.353767
1b131b05-4df1-5564-b4fd-6cb5e09cfdd5,1b131b05-4df1-5564-b4fd-6cb5e09cfdd5,ATM-KOL-0082,HDFC Bank,Kolkata,West Bengal,22.583475,88.356109
e789fbe5-81bc-554f-9309-2f60d40df893,e789fbe5-81bc-554f-9309-2f60d40df893,ATM-KOL-0083,ICICI Bank,Kolkata,West Bengal,22.603634,88.351193
5737401f-13a5-5335-9e4c-336a9e870086,5737401f-13a5-5335-9e4c-336a9e870086,ATM-KOL-0084,Axis Bank,Kolkata,West Bengal,22.532392,88.371622
8279eaa3-c5e0-5a20-9db9-075ee86efeb4,8279eaa3-c5e0-5a20-9db9-075ee86efeb4,ATM-KOL-0085,Punjab National Bank,Kolkata,West Bengal,22.556726,88.375832
f3b246fb-34cb-5d78-af2d-6a294c2857ba,f3b246fb-34cb-5d78-af2d-6a294c2857ba,ATM-KOL-0086,SBI,Kolkata,West Bengal,22.584724,88.377811
83a48d15-e769-5c36-ba85-663466038d79,83a48d15-e769-5c36-ba85-663466038d79,ATM-KOL-0087,HDFC Bank,Kolkata,West Bengal,22.608031,88.378583
e2c14eb0-27b2-5683-922f-22f075a86d45,e2c14eb0-27b2-5683-922f-22f075a86d45,ATM-KOL-0088,ICICI Bank,Kolkata,West Bengal,22.535558,88.404681
ab7406b4-42c4-5a64-a99f-ed1e9a1912a6,ab7406b4-42c4-5a64-a99f-ed1e9a1912a6,ATM-KOL-0089,Axis Bank,Kolkata,West Bengal,22.561717,88.40047
9f8333ec-0af9-502c-8e87-21bd0e5ef301,9f8333ec-0af9-502c-8e87-21bd0e5ef301,ATM-KOL-0090,Punjab National Bank,Kolkata,West Bengal,22.584236,88.402199
a891a4aa-b7cd-521d-928f-f58da9655ef5,a891a4aa-b7cd-521d-928f-f58da9655ef5,ATM-HYD-0091,SBI,Hyderabad,Telangana,17.347934,78.448538
4aabdbdc-9536-5b73-bab4-7cbee9886fed,4aabdbdc-9536-5b73-bab4-7cbee9886fed,ATM-HYD-0092,HDFC Bank,Hyderabad,Telangana,17.371621,78.444597
f69a2a75-085f-5b60-b0c2-9aebccd78b03,f69a2a75-085f-5b60-b0c2-9aebccd78b03,ATM-HYD-0093,ICICI Bank,Hyderabad,Telangana,17.396556,78.449969
dce0c68a-90eb-5756-908b-549f801f0816,dce0c68a-90eb-5756-908b-549f801f0816,ATM-HYD-0094,Axis Bank,Hyderabad,Telangana,17.419302,78.451066
ce707439-e5cd-56de-8ce2-b3a7f8a910c5,ce707439-e5cd-56de-8ce2-b3a7f8a910c5,ATM-HYD-0095,Punjab National Bank,Hyderabad,Telangana,17.350031,78.474914
964994af-c467-5422-8727-4914e98a9b1b,964994af-c467-5422-8727-4914e98a9b1b,ATM-HYD-0096,SBI,Hyderabad,Telangana,17.376209,78.470522
6e2eb94c-abea-566d-881f-33304c81d95b,6e2eb94c-abea-566d-881f-33304c81d95b,ATM-HYD-0097,HDFC Bank,Hyderabad,Telangana,17.393659,78.475159
8d9781e0-0f19-5e72-9add-8fe3b028bb83,8d9781e0-0f19-5e72-9add-8fe3b028bb83,ATM-HYD-0098,ICICI Bank,Hyderabad,Telangana,17.427725,78.473995
ea588019-c786-57ab-8c8d-be7ada3e3273,ea588019-c786-57ab-8c8d-be7ada3e3273,ATM-HYD-0099,Axis Bank,Hyderabad,Telangana,17.350881,78.499379
642f4235-82f6-5143-8ea5-5048e8f0d80a,642f4235-82f6-5143-8ea5-5048e8f0d80a,ATM-HYD-0100,Punjab National Bank,Hyderabad,Telangana,17.370828,78.495232
ba44c170-601e-501e-a74f-77b6e98cae26,ba44c170-601e-501e-a74f-77b6e98cae26,ATM-HYD-0101,SBI,Hyderabad,Telangana,17.393389,78.497867
81a02119-b06c-5fc0-b634-9f212b95825a,81a02119-b06c-5fc0-b634-9f212b95825a,ATM-HYD-0102,HDFC Bank,Hyderabad,Telangana,17.420735,78.502592
9b0bfc62-59d8-573e-81b2-fee4669a409a,9b0bfc62-59d8-573e-81b2-fee4669a409a,ATM-HYD-0103,ICICI Bank,Hyderabad,Telangana,17.349532,78.520434
23f00f1f-a233-5e89-8069-27d2584ad221,23f00f1f-a233-5e89-8069-27d2584ad221,ATM-HYD-0104,Axis Bank,Hyderabad,Telangana,17.379849,78.526862
4cc4f0b0-6522-5752-8674-65bde1e7ee07,4cc4f0b0-6522-5752-8674-65bde1e7ee07,ATM-HYD-0105,Punjab National Bank,Hyderabad,Telangana,17.396819,78.526072
c9476261-1e4f-57eb-a773-16d93ceb4f29,c9476261-1e4f-57eb-a773-16d93ceb4f29,ATM-LUC-0106,SBI,Lucknow,Uttar Pradesh,26.811628,80.90928
e4a23985-38d6-536b-8d6c-a9fbe71958aa,e4a23985-38d6-536b-8d6c-a9fbe71958aa,ATM-LUC-0107,HDFC Bank,Lucknow,Uttar Pradesh,26.8314,80.91061
287eb5bc-5856-5dfc-aafa-8b01262a99ba,287eb5bc-5856-5dfc-aafa-8b01262a99ba,ATM-LUC-0108,ICICI Bank,Lucknow,Uttar Pradesh,26.857982,80.910728
00a1e880-09ef-58c5-8214-c4df6417c3e4,00a1e880-09ef-58c5-8214-c4df6417c3e4,ATM-LUC-0109,Axis Bank,Lucknow,Uttar Pradesh,26.88493,80.905021
a8b3d2c8-657e-52df-aaf2-b0ec66590b37,a8b3d2c8-657e-52df-aaf2-b0ec66590b37,ATM-LUC-0110,Punjab National Bank,Lucknow,Uttar Pradesh,26.814912,80.93132
2016ab0e-ff89-583d-a9d0-fc320842681a,2016ab0e-ff89-583d-a9d0-fc320842681a,ATM-LUC-0111,SBI,Lucknow,Uttar Pradesh,26.83275,80.938631
ad7f21b0-723d-510f-9f11-ac0ba42389f2,ad7f21b0-723d-510f-9f11-ac0ba42389f2,ATM-LUC-0112,HDFC Bank,Lucknow,Uttar Pradesh,26.858843,80.934208
a8e462d9-87ea-5eb3-8e35-501e90c4c5c1,a8e462d9-87ea-5eb3-8e35-501e90c4c5c1,ATM-LUC-0113,ICICI Bank,Lucknow,Uttar Pradesh,26.88464,80.931803
05c1024d-e62f-59b7-9751-1261d943137f,05c1024d-e62f-59b7-9751-1261d943137f,ATM-LUC-0114,Axis Bank,Lucknow,Uttar Pradesh,26.809848,80.956032
796bee8d-8c38-5342-8a4a-a0fac3cffbb9,796bee8d-8c38-5342-8a4a-a0fac3cffbb9,ATM-LUC-0115,Punjab National Bank,Lucknow,Uttar Pradesh,26.828634,80.95526
b25648e4-410f-523d-86d6-76b48024cead,b25648e4-410f-523d-86d6-76b48024cead,ATM-LUC-0116,SBI,Lucknow,Uttar Pradesh,26.862586,80.955816
635a3341-9d2b-57a9-ba47-f754bf6e364e,635a3341-9d2b-57a9-ba47-f754bf6e364e,ATM-LUC-0117,HDFC Bank,Lucknow,Uttar Pradesh,26.882954,80.961752
0938de46-20ee-565f-8cb9-c244d99c02f5,0938de46-20ee-565f-8cb9-c244d99c02f5,ATM-LUC-0118,ICICI Bank,Lucknow,Uttar Pradesh,26.809908,80.980607
31e7b6f5-c0b1-564b-8692-675d6bee412f,31e7b6f5-c0b1-564b-8692-675d6bee412f,ATM-LUC-0119,Axis Bank,Lucknow,Uttar Pradesh,26.837927,80.983204
9ef1f57a-9c76-54f4-88c7-329cacdf4337,9ef1f57a-9c76-54f4-88c7-329cacdf4337,ATM-LUC-0120,Punjab National Bank,Lucknow,Uttar Pradesh,26.863939,80.985245
c5ebb465-883d-56d7-ade4-8ad239491127,c5ebb465-883d-56d7-ade4-8ad239491127,ATM-JAI-0121,SBI,Jaipur,Rajasthan,26.87528,75.75053
06c1e399-5422-598e-8078-2622bf0dc842,06c1e399-5422-598e-8078-2622bf0dc842,ATM-JAI-0122,HDFC Bank,Jaipur,Rajasthan,26.897159,75.749285
182ddc72-62c6-5f3b-b7ae-935c5b5e605b,182ddc72-62c6-5f3b-b7ae-935c5b5e605b,ATM-JAI-0123,ICICI Bank,Jaipur,Rajasthan,26.925207,75.744326
3e2afad7-44dc-5833-9826-b036621dee60,3e2afad7-44dc-5833-9826-b036621dee60,ATM-JAI-0124,Axis Bank,Jaipur,Rajasthan,26.945808,75.748897
5773a83b-9871-5a2d-b54c-7edfa60ab72d,5773a83b-9871-5a2d-b54c-7edfa60ab72d,ATM-JAI-0125,Punjab National Bank,Jaipur,Rajasthan,26.873977,75.774019
d96fb612-761a-52d1-8bfd-a2368e7f9fd3,d96fb612-761a-52d1-8bfd-a2368e7f9fd3,ATM-JAI-0126,SBI,Jaipur,Rajasthan,26.894316,75.776855
644ec086-7a2f-56c1-8890-a0cf1371bb8f,644ec086-7a2f-56c1-8890-a0cf1371bb8f,ATM-JAI-0127,HDFC Bank,Jaipur,Rajasthan,26.925618,75.774384
7c1562ed-0c51-50a9-b83b-049fcdfe12b4,7c1562ed-0c51-50a9-b83b-049fcdfe12b4,ATM-JAI-0128,ICICI Bank,Jaipur,Rajasthan,26.950473,75.774882
14f26062-7d75-550d-ae7d-50ad61eb0e1b,14f26062-7d75-550d-ae7d-50ad61eb0e1b,ATM-JAI-0129,Axis Bank,Jaipur,Rajasthan,26.871269,75.800343
eade7219-66ba-5894-8964-9eff10228818,eade7219-66ba-5894-8964-9eff10228818,ATM-JAI-0130,Punjab National Bank,Jaipur,Rajasthan,26.902748,75.801814
47b40f44-e493-5f2d-b12c-8a7eb6ccd6f4,47b40f44-e493-5f2d-b12c-8a7eb6ccd6f4,ATM-JAI-0131,SBI,Jaipur,Rajasthan,26.92662,75.801144
f801c521-91da-5b20-88bb-185c236cf141,f801c521-91da-5b20-88bb-185c236cf141,ATM-JAI-0132,HDFC Bank,Jaipur,Rajasthan,26.949482,75.796123
4e782d22-24b2-5334-ad26-772dec5c36d3,4e782d22-24b2-5334-ad26-772dec5c36d3,ATM-JAI-0133,ICICI Bank,Jaipur,Rajasthan,26.871044,75.820999
94effd11-8fd8-50af-8f4c-b5a629d11375,94effd11-8fd8-50af-8f4c-b5a629d11375,ATM-JAI-0134,Axis Bank,Jaipur,Rajasthan,26.897857,75.826246
41adf9c7-e4f5-56f8-a964-fecf7428833b,41adf9c7-e4f5-56f8-a964-fecf7428833b,ATM-JAI-0135,Punjab National Bank,Jaipur,Rajasthan,26.922683,75.823718
281743ab-f487-56c9-b693-bd116d729210,281743ab-f487-56c9-b693-bd116d729210,ATM-KOC-0136,SBI,Kochi,Kerala,9.891268,76.235611
ee9f1c0d-4243-53ee-bea5-1ddf8827fc8e,ee9f1c0d-4243-53ee-bea5-1ddf8827fc8e,ATM-KOC-0137,HDFC Bank,Kochi,Kerala,9.91562,76.228426
763d6454-b61c-5a02-92d7-26ea9b893473,763d6454-b61c-5a02-92d7-26ea9b893473,ATM-KOC-0138,ICICI Bank,Kochi,Kerala,9.941465,76.23263
1119a360-06f7-56f1-9f0c-3d47eece1a49,1119a360-06f7-56f1-9f0c-3d47eece1a49,ATM-KOC-0139,Axis Bank,Kochi,Kerala,9.970998,76.226979
2641f1d2-9b08-5d9c-b6dc-bc8362c06b10,2641f1d2-9b08-5d9c-b6dc-bc8362c06b10,ATM-KOC-0140,Punjab National Bank,Kochi,Kerala,9.893179,76.257864
2e4f4ff7-0558-5a93-9f55-6d580ae2e6a0,2e4f4ff7-0558-5a93-9f55-6d580ae2e6a0,ATM-KOC-0141,SBI,Kochi,Kerala,9.917334,76.258025
1ebd4907-d191-5dd4-b2ef-97c39a5a69f7,1ebd4907-d191-5dd4-b2ef-97c39a5a69f7,ATM-KOC-0142,HDFC Bank,Kochi,Kerala,9.94086,76.256231
3b1382ef-92b4-5719-8f4e-41c058e944d6,3b1382ef-92b4-5719-8f4e-41c058e944d6,ATM-KOC-0143,ICICI Bank,Kochi,Kerala,9.967737,76.254027
c70bfe0e-f77f-53ce-993b-805b78b5a718,c70bfe0e-f77f-53ce-993b-805b78b5a718,ATM-KOC-0144,Axis Bank,Kochi,Kerala,9.894726,76.280582
9d12f1ed-a9ad-51a8-8df1-2eb81baaf1fe,9d12f1ed-a9ad-51a8-8df1-2eb81baaf1fe,ATM-KOC-0145,Punjab National Bank,Kochi,Kerala,9.913759,76.281444
313218c5-7e35-5ddf-9a07-b78b37bf85af,313218c5-7e35-5ddf-9a07-b78b37bf85af,ATM-KOC-0146,SBI,Kochi,Kerala,9.945888,76.275724
