hour_of_day,day_of_week,is_weekend,recent_activity_count_24h,recent_activity_count_7d,recent_amount_24h,max_single_amount_24h,historical_cashout_count_30d,historical_incident_count_500m,historical_incident_count_2km,atm_density_1km,connected_mule_accounts_count,unique_accounts_24h,hours_since_last_activity,amount_log_24h,target,atm_id,atm_code,city,cutoff_time
0.0,2.0,0.0,8.0,51.0,185170.88,168399.5,1.0,16.0,216.0,0.0,1.0,8.0,1.2166667,12.12904,0,3b1e5d03-563a-5430-87b7-e281fa8f8af4,ATM-MUM-0025,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,11.0,58.0,102595.92,31326.86,0.0,23.0,242.0,0.0,1.0,11.0,0.98333335,11.538563,0,7af28f6a-7ed8-5ba7-97f0-f49875cbb077,ATM-MUM-0026,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,9.0,33.0,67449.68,20888.6,0.0,11.0,126.0,0.0,0.0,9.0,3.3833334,11.119152,0,800f26bb-ab13-53a8-8329-4e07a6b7cf1d,ATM-MUM-0027,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,20.0,1559.44,1440.62,0.0,4.0,80.0,0.0,0.0,2.0,0.33333334,7.352723,0,6ded4d28-8bc2-5507-85db-b9ec23a0756c,ATM-MUM-0028,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,6.0,32.0,7419.21,2315.02,1.0,9.0,114.0,0.0,2.0,6.0,1.5,8.9119625,0,7aee3f20-61f3-58df-bbd1-af7d2ad4f502,ATM-MUM-0029,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,6.0,36.0,67508.89,31326.86,0.0,6.0,145.0,0.0,2.0,6.0,1.4,11.120029,0,fceef9b3-9818-5d9c-9786-aa1ba0a869e2,ATM-MUM-0030,Mumbai,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,8.0,1528.66,1528.66,0.0,0.0,26.0,0.0,0.0,1.0,3.6666667,7.332801,0,51f7f7da-0718-5063-91b2-d743096e78e1,ATM-BEN-0031,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,19.0,67268.19,65361.97,0.0,7.0,88.0,0.0,0.0,3.0,1.7666667,11.116458,0,0949a9d8-1c2f-5d53-bc48-6050d92fe35b,ATM-BEN-0032,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,16.0,7366.0,7366.0,0.0,4.0,76.0,0.0,0.0,1.0,10.05,8.904766,0,f41c7ddd-7008-5aeb-99eb-f05a1845a016,ATM-BEN-0033,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,14.0,9993.06,7366.0,0.0,3.0,58.0,0.0,1.0,3.0,0.5,9.209746,0,3aa4e1f6-58c6-5cbb-a302-28689bbca879,ATM-BEN-0034,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,20.0,9323.55,2550.45,2.0,8.0,94.0,0.0,0.0,5.0,3.6666667,9.140406,0,1af29445-7edb-54fb-a987-f6ba18f4dcc3,ATM-BEN-0035,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,8.0,29.0,45477.36,35344.94,0.0,10.0,156.0,0.0,0.0,8.0,3.6666667,10.724992,0,c4d45e66-af66-5d62-9ec1-a719ee0110b8,ATM-BEN-0036,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,40.0,14731.02,6998.06,1.0,13.0,181.0,0.0,1.0,5.0,9.733334,9.597778,0,6a5e8429-628a-5a7d-b3da-577e42cb4cd4,ATM-BEN-0037,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,24.0,12432.53,6998.06,2.0,13.0,94.0,0.0,2.0,3.0,3.9,9.428152,0,1ceabaf4-936c-5e09-9db4-955f82fbe69e,ATM-BEN-0038,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,18.0,298484.84,296045.1,0.0,5.0,82.0,0.0,0.0,2.0,6.883333,12.606478,0,a2bdeeac-87ea-5acb-a121-647dd81616e4,ATM-BEN-0039,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,35.0,357570.62,191498.6,0.0,18.0,174.0,0.0,0.0,5.0,8.433333,12.787091,0,328c3398-026a-5b82-ad02-8598a7d943ba,ATM-BEN-0040,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,11.0,51.0,52057.9,23162.46,0.0,12.0,189.0,0.0,0.0,11.0,0.35,10.860131,0,7142d25c-5954-53f9-ba18-f95055901780,ATM-BEN-0041,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,18.0,30622.02,23162.46,0.0,4.0,71.0,0.0,0.0,5.0,1.4,10.329507,0,d5f219b1-03da-5f87-a5da-607ea7af6899,ATM-BEN-0042,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,17.0,844.86,844.86,0.0,3.0,71.0,0.0,0.0,1.0,8.233334,6.740354,0,59fb71b7-27d2-56ae-87ab-548765379b67,ATM-BEN-0043,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,20.0,1715.49,1715.49,0.0,2.0,89.0,0.0,0.0,1.0,17.2,7.4480367,0,08c99329-0e59-5327-8796-9fef243ca011,ATM-BEN-0044,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,26.0,23390.64,8553.25,0.0,4.0,94.0,0.0,0.0,5.0,0.35,10.060134,0,aac4fab3-2fa2-532d-b442-87ce705ae9f3,ATM-BEN-0045,Bengaluru,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,45.2,0.0,0,7c8fbbb0-7633-546c-b927-1accdba2044a,ATM-CHE-0046,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,89.0,0.0,0.0,0.0,27.833334,0.0,0,fbbc3df5-4722-57b4-9788-6244a82eaa45,ATM-CHE-0047,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,21.0,2500.0,2000.0,0.0,6.0,94.0,0.0,0.0,2.0,9.983334,7.8244457,0,14e22c3d-5500-5971-b937-f612a3b05543,ATM-CHE-0048,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,15.0,16825.8,12167.14,0.0,5.0,53.0,0.0,0.0,3.0,10.4,9.730728,0,869d900f-916d-59fb-a1c5-980ea46f3005,ATM-CHE-0049,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,20.0,3226.53,1382.48,0.0,10.0,105.0,0.0,0.0,3.0,4.4333334,8.079473,0,9ec9c0ef-9209-5a42-84e8-2013032e9b9e,ATM-CHE-0050,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,44.0,95770.28,60310.7,0.0,15.0,181.0,0.0,0.0,3.0,6.733333,11.469718,0,cf923010-1ea8-516f-8a40-b3db95dce888,ATM-CHE-0051,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,51.0,84674.51,69893.31,0.0,13.0,188.0,0.0,0.0,4.0,2.7833333,11.346581,0,b8864095-68a2-5748-a216-676e811b321c,ATM-CHE-0052,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,17.0,6918.04,5000.0,0.0,3.0,80.0,0.0,0.0,3.0,5.9,8.842032,0,41174545-6f86-5ccc-94c0-7054225d58ad,ATM-CHE-0053,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,33.0,63537.23,60310.7,0.0,9.0,108.0,0.0,0.0,4.0,4.4333334,11.059397,0,b7c4c3b5-15ff-512b-bc9b-d52f3797f893,ATM-CHE-0054,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,30.0,4556.08,3000.0,0.0,8.0,141.0,0.0,0.0,4.0,1.3333334,8.4244375,0,f9c8bdaf-f2d5-519b-81d4-759a53bf1015,ATM-CHE-0055,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,36.0,72992.41,69893.31,0.0,11.0,154.0,0.0,0.0,3.0,2.7833333,11.198125,0,9d88e52f-9303-5776-9acc-390b8ece126d,ATM-CHE-0056,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,18.0,500.0,500.0,0.0,5.0,85.0,0.0,0.0,1.0,13.983334,6.216606,1,34ff42c5-aa0c-58b5-b153-3aa920bff5c7,ATM-CHE-0057,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,27.183332,0.0,0,c1ef55eb-7ba3-5dca-9329-fa76b3327004,ATM-CHE-0058,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,12.0,1456.98,1111.69,0.0,11.0,75.0,0.0,0.0,2.0,1.3333334,7.284807,0,d3483408-08a1-5840-8a4f-e2a5d47c989b,ATM-CHE-0059,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,17.0,3038.66,3038.66,0.0,6.0,87.0,0.0,0.0,1.0,5.25,8.019501,0,90bcf56f-15e8-5317-aff9-2bb508a1d03a,ATM-CHE-0060,Chennai,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,43.0,0.0,0,a9c5b13b-e31b-5d61-b111-d30041fcd1e9,ATM-AHM-0061,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,23.0,904331.4,623406.8,0.0,5.0,80.0,0.0,0.0,2.0,7.8,13.714952,0,e59ea14d-6014-54fe-bc4f-daf0d4c133e3,ATM-AHM-0062,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,19.0,298848.56,280924.6,0.0,4.0,77.0,0.0,0.0,4.0,7.633333,12.607696,0,b2e6f33c-17a1-547b-a103-0541efcaee5d,ATM-AHM-0063,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,13.0,38014.32,28082.59,0.0,0.0,31.0,0.0,0.0,3.0,1.8,10.545745,0,d69d9b0a-1678-5866-b094-3f5f19c0c205,ATM-AHM-0064,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,19.0,1080.9,769.52,0.0,5.0,73.0,0.0,0.0,2.0,22.916666,6.986474,0,67107270-efc6-529d-8ace-22395900dddc,ATM-AHM-0065,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,31.0,3546.16,2776.64,0.0,10.0,103.0,0.0,0.0,2.0,14.4,8.1739025,0,1d7d8374-7d25-5244-9349-2dba7c91bf60,ATM-AHM-0066,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,36.0,46119.13,25007.15,1.0,10.0,144.0,0.0,0.0,5.0,2.7666667,10.739005,0,afecdedf-a580-5453-aee1-cce5a1fc6571,ATM-AHM-0067,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,14.0,2000.0,2000.0,0.0,6.0,52.0,0.0,0.0,1.0,2.7666667,7.6014023,0,46d959a8-3a7a-51b4-a5d0-e6489f19d5ab,ATM-AHM-0068,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,13.0,49593.76,48650.91,0.0,5.0,79.0,0.0,0.0,3.0,19.0,10.811641,0,b41f1475-dca2-5dc1-938e-9543cd4de399,ATM-AHM-0069,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,36.0,12025.53,10019.82,0.0,9.0,152.0,0.0,1.0,4.0,0.06666667,9.394871,0,38ef268a-dcd0-56f8-8c8f-954520b5c33b,ATM-AHM-0070,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,38.0,100081.13,52486.87,0.0,10.0,119.0,0.0,2.0,5.0,5.5833335,11.513746,0,a5676c6d-3d3e-517c-81a9-86b85c039df1,ATM-AHM-0071,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,19.0,27007.15,25007.15,0.0,5.0,75.0,0.0,0.0,2.0,2.7666667,10.203894,0,65a9af02-f38e-5bc1-a908-6a3a653df0fc,ATM-AHM-0072,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,41.85,0.0,0,07b1cb4d-de17-5ac2-a00b-02cf9e672ff0,ATM-AHM-0073,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,23.0,12828.86,10019.82,0.0,11.0,92.0,0.0,0.0,4.0,0.06666667,9.459531,0,9adf3d58-2b6f-5de3-8510-5cc671d1d2e8,ATM-AHM-0074,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,15.0,101292.73,52486.87,0.0,4.0,58.0,0.0,0.0,5.0,4.983333,11.52578,0,de2d188a-a433-5f4b-869a-2ffe30dfc6ab,ATM-AHM-0075,Ahmedabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,4.0,1729.72,1229.72,0.0,1.0,21.0,0.0,0.0,2.0,6.0333333,7.4562926,0,b76d9deb-4963-5298-b5ab-e7aa1216e9a4,ATM-KOL-0076,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,13.0,79933.17,75738.22,0.0,2.0,57.0,0.0,0.0,4.0,12.016666,11.288959,0,0e83a772-d0c1-5d38-9f1f-4a51eb7ee575,ATM-KOL-0077,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,47.633335,0.0,0,2e751f5b-ebe1-5162-b43d-482303a259e3,ATM-KOL-0078,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,4.0,1092.68,1092.68,0.0,1.0,26.0,0.0,0.0,1.0,22.466667,6.9973035,0,b73cca25-bce0-5c18-8339-4e08c62ff897,ATM-KOL-0079,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,12.0,32194.85,32194.85,0.0,4.0,49.0,0.0,0.0,1.0,18.7,10.379593,0,4407e36e-71bc-5526-9a73-9f76e801cc45,ATM-KOL-0080,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,26.0,6772.0,4403.06,0.0,7.0,101.0,0.0,1.0,4.0,9.166667,8.8207,0,422e93c8-7fc2-5abd-bd82-7b2eb566f6e6,ATM-KOL-0081,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,24.0,1951.48,1000.0,0.0,9.0,111.0,0.0,1.0,4.0,3.15,7.5768557,0,1b131b05-4df1-5564-b4fd-6cb5e09cfdd5,ATM-KOL-0082,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,18.0,1000.0,1000.0,0.0,6.0,73.0,0.0,0.0,1.0,6.05,6.908755,0,e789fbe5-81bc-554f-9309-2f60d40df893,ATM-KOL-0083,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,14.0,37566.57,37566.57,0.0,2.0,47.0,0.0,0.0,1.0,6.2833333,10.533896,0,5737401f-13a5-5335-9e4c-336a9e870086,ATM-KOL-0084,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,24.0,42534.08,37566.57,0.0,6.0,111.0,0.0,0.0,4.0,6.2833333,10.658085,0,8279eaa3-c5e0-5a20-9db9-075ee86efeb4,ATM-KOL-0085,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,23.0,13890.46,12315.73,0.0,9.0,100.0,0.0,0.0,4.0,0.05,9.539029,0,f3b246fb-34cb-5d78-af2d-6a294c2857ba,ATM-KOL-0086,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,20.0,14385.7,12315.73,0.0,4.0,67.0,0.0,0.0,3.0,0.05,9.5740595,0,83a48d15-e769-5c36-ba85-663466038d79,ATM-KOL-0087,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,48.2,0.0,0,e2c14eb0-27b2-5683-922f-22f075a86d45,ATM-KOL-0088,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,6.0,82820.18,82820.18,0.0,3.0,55.0,0.0,0.0,1.0,1.8333334,11.324439,0,ab7406b4-42c4-5a64-a99f-ed1e9a1912a6,ATM-KOL-0089,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,11.0,237305.06,153335.2,0.0,2.0,48.0,0.0,0.0,3.0,1.7833333,12.377106,0,9f8333ec-0af9-502c-8e87-21bd0e5ef301,ATM-KOL-0090,Kolkata,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,82.55,0.0,0,a891a4aa-b7cd-521d-928f-f58da9655ef5,ATM-HYD-0091,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,12.0,218286.28,218286.28,0.0,5.0,44.0,0.0,0.0,1.0,10.65,12.293568,0,4aabdbdc-9536-5b73-bab4-7cbee9886fed,ATM-HYD-0092,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,5.0,12.0,221756.28,218286.28,0.0,5.0,52.0,0.0,0.0,5.0,0.13333334,12.309339,0,f69a2a75-085f-5b60-b0c2-9aebccd78b03,ATM-HYD-0093,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,5.0,1405.16,1190.17,0.0,1.0,23.0,0.0,0.0,2.0,0.13333334,7.2486176,0,dce0c68a-90eb-5756-908b-549f801f0816,ATM-HYD-0094,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,15.0,16741.58,10108.39,0.0,3.0,46.0,0.0,0.0,3.0,12.983334,9.725711,0,ce707439-e5cd-56de-8ce2-b3a7f8a910c5,ATM-HYD-0095,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,24.0,230394.67,218286.28,1.0,8.0,106.0,0.0,0.0,3.0,4.25,12.347553,0,964994af-c467-5422-8727-4914e98a9b1b,ATM-HYD-0096,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,6.0,24.0,5119.08,2000.0,0.0,8.0,123.0,0.0,0.0,6.0,2.2833333,8.540925,0,6e2eb94c-abea-566d-881f-33304c81d95b,ATM-HYD-0097,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,6.0,1190.17,1190.17,0.0,2.0,38.0,0.0,0.0,1.0,2.1833334,7.082691,0,8d9781e0-0f19-5e72-9add-8fe3b028bb83,ATM-HYD-0098,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,15.0,3433.77,2000.0,0.0,6.0,58.0,0.0,0.0,2.0,4.366667,8.1417055,0,ea588019-c786-57ab-8c8d-be7ada3e3273,ATM-HYD-0099,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,4.0,26.0,3785.53,2000.0,1.0,9.0,109.0,0.0,0.0,4.0,4.4666667,8.239205,0,642f4235-82f6-5143-8ea5-5048e8f0d80a,ATM-HYD-0100,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,6.0,29.0,6649.25,2862.3,0.0,3.0,112.0,0.0,0.0,6.0,2.2833333,8.80241,0,ba44c170-601e-501e-a74f-77b6e98cae26,ATM-HYD-0101,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,1.0,10.0,1479.74,1479.74,0.0,2.0,66.0,0.0,0.0,1.0,5.0833335,7.3002973,0,81a02119-b06c-5fc0-b634-9f212b95825a,ATM-HYD-0102,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,11.0,3433.77,2000.0,0.0,4.0,35.0,0.0,0.0,2.0,4.366667,8.1417055,0,9b0bfc62-59d8-573e-81b2-fee4669a409a,ATM-HYD-0103,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,2.0,14.0,3351.47,1996.72,0.0,5.0,58.0,0.0,0.0,2.0,1.4333333,8.117453,0,23f00f1f-a233-5e89-8069-27d2584ad221,ATM-HYD-0104,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,3.0,18.0,6213.77,2862.3,0.0,4.0,63.0,0.0,0.0,3.0,1.4333333,8.734684,0,4cc4f0b0-6522-5752-8674-65bde1e7ee07,ATM-HYD-0105,Hyderabad,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,c9476261-1e4f-57eb-a773-16d93ceb4f29,ATM-LUC-0106,Lucknow,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,e4a23985-38d6-536b-8d6c-a9fbe71958aa,ATM-LUC-0107,Lucknow,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,287eb5bc-5856-5dfc-aafa-8b01262a99ba,ATM-LUC-0108,Lucknow,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,00a1e880-09ef-58c5-8214-c4df6417c3e4,ATM-LUC-0109,Lucknow,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,a8b3d2c8-657e-52df-aaf2-b0ec66590b37,ATM-LUC-0110,Lucknow,2023-02-15T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,2016ab0e-ff89-583d-a9d0-fc320842681a,ATM-LUC-0111,Lucknow,2023-02-15T00:00:00
